"1","2","15","L, X, B, Q, A, *, P","24165","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","15","L, X, B, Q, A, *, P","24165","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","15","L, X, Q, A, B, *, P","23560","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","15","L, X, Q, A, B, *, P","26452","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","15","L, X, Q, A, B, *, P","26928","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","15","L, X, Q, A, B, *, P","25179","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","15","L, X, Q, A, B, *, P","26669","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","30","L, X, Q, A, B, *, P","26896","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","30","L, X, Q, A, B, *, P","30141","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","30","L, X, Q, A, B, *, P","27341","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","30","L, X, Q, A, B, *, P","26142","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
"1","2","30","L, X, Q, A, B, *, P","27063","[QAT, AB, TIGER]
Q[20] A[1] T[1] * 1 = 22
A[1] B[2] * 1 = 3
T[1] I[1] G[1] E[1] R[1] * 2 = 10","null, (x, y): = (3, 7), (x, y): = (4, 7)","35","false",
