"1","2","10","M, Y, D, X, Q, I, Z","1252","[AMI]
A[1] M[3] I[3] * 1 = 7","null, (x, y): = (10, 9), (x, y): = (10, 10)","7","false",
"[AMI]
A[1] M[3] I[3] * 1 = 7","null, (x, y): = (10, 9), (x, y): = (10, 10)","7","false",
"[YID]
Y[4] I[2] D[1] * 1 = 7","null, (x, y): = (9, 6), (x, y): = (9, 7)","7","false",
"[RIZ]
R[1] I[1] Z[10] * 1 = 12","null, (x, y): = (8, 14), (x, y): = (9, 14)","12","false",
